Accounts,BS_Level,Botness,Entity,EntityID,Last_Seen,MediaLink,Trendiness,Tweets,Type
3,0.048,0.9,@lhdiniz,6015,"Wed, 12 Feb 2020 03:54:29 GMT",,400,4,user_mentions
4,0.048,0.7,@mauricioricardo,7674,"Wed, 12 Feb 2020 03:54:25 GMT",,700,7,user_mentions
2,0.048,1.2,@robertodfc,2819,"Wed, 12 Feb 2020 03:35:51 GMT",,200,2,user_mentions
18,0.047,0.6,#quefase,1085,"Wed, 12 Feb 2020 03:55:09 GMT",,3500,35,hashtags
4,0.047,0.8,@_sarawinter,8736,"Wed, 12 Feb 2020 03:43:57 GMT",,600,6,user_mentions
6,0.047,0.7,@douradoroque,618,"Wed, 12 Feb 2020 03:55:13 GMT",,1300,13,user_mentions
1,0.047,1.2,@anapaulavolei,793,"Wed, 12 Feb 2020 03:40:28 GMT",,200,2,user_mentions
2,0.047,0.9,@soldado_ziza,8333,"Wed, 12 Feb 2020 03:41:21 GMT",,300,3,user_mentions
31,0.047,0.6,@patrlotas,454,"Wed, 12 Feb 2020 03:55:46 GMT",,5300,53,user_mentions
6,0.046,0.7,#zapgate,2547,"Wed, 12 Feb 2020 03:52:49 GMT",,1100,11,hashtags
1,0.046,1.8,https://twitter.com/fachianot/status/1227396416898727938/photo/1,698,"Wed, 12 Feb 2020 00:58:04 GMT",http://pbs.twimg.com/media/EQiWh85X0AIGWD4.jpg,100,1,media
1,0.046,1.8,@fachianot,695,"Wed, 12 Feb 2020 00:58:04 GMT",http://pbs.twimg.com/media/EQiWh85X0AIGWD4.jpg,100,1,user_mentions
1,0.046,1.8,@macaco56656132,8458,"Wed, 12 Feb 2020 03:27:57 GMT",,100,1,user_mentions
1,0.046,1.8,@claudiodemetri3,18626,"Wed, 12 Feb 2020 00:19:51 GMT",,100,1,user_mentions
1,0.046,1.8,@0tavio0,2270,"Wed, 12 Feb 2020 02:47:34 GMT",,100,1,user_mentions
20,0.046,0.6,@joeldasilvatav3,128,"Wed, 12 Feb 2020 03:54:22 GMT",http://pbs.twimg.com/media/EQisadEX0AADB74.jpg,3400,34,user_mentions
4,0.046,0.9,@fernandinhaant1,169,"Wed, 12 Feb 2020 03:50:18 GMT",,400,4,user_mentions
2,0.045,1.2,@marcia_ctno,14067,"Wed, 12 Feb 2020 03:51:07 GMT",,200,2,user_mentions
5,0.045,0.7,@diogo_varoni,750,"Wed, 12 Feb 2020 03:46:46 GMT",,1000,10,user_mentions
5,0.045,0.7,@heliomdoyle,4065,"Wed, 12 Feb 2020 03:51:53 GMT",,700,7,user_mentions
2,0.044,0.9,@pacefeco,11776,"Wed, 12 Feb 2020 03:56:04 GMT",,300,3,user_mentions
2,0.044,0.9,@diraholanda,210,"Wed, 12 Feb 2020 03:36:24 GMT",,300,3,user_mentions
6,0.044,1.1,@domlancellotti,3317,"Wed, 12 Feb 2020 03:56:08 GMT",http://pbs.twimg.com/media/EQhmokgWAAYGx4n.png,16,6,user_mentions
2,0.044,1.2,@danielpmerj,13654,"Wed, 12 Feb 2020 03:52:24 GMT",,200,2,user_mentions
10,0.043,1.0,@deputadofederal,2838,"Wed, 12 Feb 2020 03:56:12 GMT",,30,12,user_mentions
3,0.043,0.8,@aturaaverdade1,5089,"Wed, 12 Feb 2020 03:53:38 GMT",,400,4,user_mentions
9,0.043,0.7,@sd595,2261,"Wed, 12 Feb 2020 03:53:49 GMT",,1200,12,user_mentions
1,0.042,1.9,@andrefran,8248,"Wed, 12 Feb 2020 03:54:39 GMT",http://pbs.twimg.com/media/EQi-82eW4AQfbnJ.jpg,50,2,user_mentions
1,0.042,1.7,@legermanh,9627,"Wed, 12 Feb 2020 00:09:14 GMT",,100,1,user_mentions
1,0.042,1.7,@yec_terrza,15201,"Wed, 12 Feb 2020 03:09:46 GMT",,100,1,user_mentions
1,0.042,1.7,@letrin45,15203,"Wed, 12 Feb 2020 03:09:46 GMT",,100,1,user_mentions
1,0.042,1.7,@real_tmav,3008,"Wed, 12 Feb 2020 03:54:37 GMT",http://pbs.twimg.com/ext_tw_video_thumb/1227440832371974148/pu/img/7wI1GIx1N3M-UmOH.jpg,100,1,user_mentions
44,0.042,0.5,@lidicedamata,28,"Wed, 12 Feb 2020 03:56:16 GMT",,10900,109,user_mentions
11,0.042,0.6,https://www1.folha.uol.com.br/poder/2020/02/ex-funcionario-de-empresa-de-disparo-em-massa-mente-a-cpi-e-insulta-reporter-da-folha.shtml,12,"Wed, 12 Feb 2020 03:52:12 GMT",,2100,21,urls
4,0.040,0.8,@felipeaveiga,8205,"Wed, 12 Feb 2020 03:52:47 GMT",http://pbs.twimg.com/media/EQijEocWAAUcy0I.jpg,500,5,user_mentions
1,0.040,1.7,@diario_bem,2021,"Wed, 12 Feb 2020 03:36:12 GMT",,100,1,user_mentions
1,0.040,1.7,@randolfeap,1730,"Wed, 12 Feb 2020 03:39:19 GMT",,100,1,user_mentions
107,0.040,0.5,@felipeneto,8,"Wed, 12 Feb 2020 03:56:16 GMT",http://pbs.twimg.com/media/EQi_UUHXUAQb0wM.jpg,18600,186,user_mentions
2,0.040,0.9,@ana19569130,4515,"Wed, 12 Feb 2020 03:35:06 GMT",,300,3,user_mentions
1,0.039,1.6,@clafritz,3494,"Wed, 12 Feb 2020 03:45:08 GMT",,100,1,user_mentions
1,0.039,1.6,@tuliodisousa,16893,"Wed, 12 Feb 2020 03:37:54 GMT",,100,1,user_mentions
1,0.039,1.6,@risepolishand,2483,"Wed, 12 Feb 2020 03:32:42 GMT",http://pbs.twimg.com/media/EQi57IMXkAIOj44.jpg,100,1,user_mentions
1,0.039,1.6,@neeison,2482,"Wed, 12 Feb 2020 03:32:42 GMT",http://pbs.twimg.com/media/EQi57IMXkAIOj44.jpg,100,1,user_mentions
21,0.039,0.6,@marcelolins68,1000,"Wed, 12 Feb 2020 03:56:15 GMT",,1000,32,user_mentions
2,0.039,1.2,@sadrak19321471,8464,"Wed, 12 Feb 2020 03:54:53 GMT",,200,2,user_mentions
13,0.038,0.6,@fertunga,94,"Wed, 12 Feb 2020 03:54:23 GMT",,2700,27,user_mentions
1,0.037,0.9,@hpa1968,3408,"Wed, 12 Feb 2020 03:42:25 GMT",,300,3,user_mentions
2,0.037,0.9,@walter_souza,848,"Wed, 12 Feb 2020 03:41:10 GMT",,300,3,user_mentions
11,0.037,0.6,@xicosa,2903,"Wed, 12 Feb 2020 03:55:36 GMT",http://pbs.twimg.com/media/EQi_KB-XYAMVtNN.jpg,1700,17,user_mentions
1,0.037,1.6,@dricacamarario,4332,"Wed, 12 Feb 2020 01:15:33 GMT",,100,1,user_mentions
2,0.037,1.8,@bcastanheiras,2774,"Wed, 12 Feb 2020 03:51:37 GMT",,50,2,user_mentions
45,0.037,0.5,@rachelsherazade,795,"Wed, 12 Feb 2020 03:55:46 GMT",,7800,78,user_mentions
3,0.035,0.9,@flaviaol,4578,"Wed, 12 Feb 2020 03:50:13 GMT",,300,3,user_mentions
2,0.035,1.8,@enioverri,6821,"Wed, 12 Feb 2020 03:48:51 GMT",,-25,2,user_mentions
14,0.035,0.6,@gabi_moreira,1058,"Wed, 12 Feb 2020 03:55:35 GMT",,1600,16,user_mentions
3,0.035,0.7,@adilsonborszcz,3818,"Wed, 12 Feb 2020 03:47:24 GMT",,500,5,user_mentions
32,0.034,0.5,@marcelofreixo,1966,"Wed, 12 Feb 2020 03:53:03 GMT",,5400,54,user_mentions
5,0.034,0.7,@nesimachado,13046,"Wed, 12 Feb 2020 03:55:37 GMT",,800,8,user_mentions
1,0.034,1.1,@naim_nls,1551,"Wed, 12 Feb 2020 03:30:48 GMT",http://pbs.twimg.com/media/EQi5fVBWkAAPTxE.jpg,200,2,user_mentions
6,0.034,0.6,@meiflop,4978,"Wed, 12 Feb 2020 03:54:01 GMT",,1300,13,user_mentions
1,0.034,1.5,@moyennea,16262,"Wed, 12 Feb 2020 02:01:56 GMT",,100,1,user_mentions
1,0.034,1.5,https://twitter.com/McLima9/status/1227352746682200071,4307,"Wed, 12 Feb 2020 01:00:31 GMT",,100,1,urls
1,0.034,1.5,@ogatopiro,7426,"Wed, 12 Feb 2020 02:47:29 GMT",http://pbs.twimg.com/media/EQivlENXYAAN2r5.jpg,100,1,user_mentions
1,0.034,1.5,https://twitter.com/ogatopiro/status/1227423954496868353/photo/1,7428,"Wed, 12 Feb 2020 02:47:29 GMT",http://pbs.twimg.com/media/EQivlENXYAAN2r5.jpg,100,1,media
2,0.034,1.1,@cibadias,4562,"Wed, 12 Feb 2020 03:39:30 GMT",,200,2,user_mentions
19,0.034,0.5,@renataloprete,547,"Wed, 12 Feb 2020 03:54:48 GMT",,3300,33,user_mentions
6,0.033,0.6,@marcelotas,2845,"Wed, 12 Feb 2020 03:55:54 GMT",,900,9,user_mentions
2,0.033,0.7,@ernsthenrique,8131,"Wed, 12 Feb 2020 03:51:58 GMT",,500,5,user_mentions
6,0.032,1.0,@marciojerry,2445,"Wed, 12 Feb 2020 03:56:04 GMT",,33,7,user_mentions
3,0.032,0.7,@kikirosso,4205,"Wed, 12 Feb 2020 03:38:04 GMT",,500,5,user_mentions
4,0.032,0.7,@tthiagommoura,730,"Wed, 12 Feb 2020 03:48:52 GMT",,800,8,user_mentions
2,0.032,0.8,@angnog,2639,"Wed, 12 Feb 2020 03:35:01 GMT",,300,3,user_mentions
2,0.032,0.8,@jefsoaresm,13443,"Wed, 12 Feb 2020 03:48:09 GMT",,300,3,user_mentions
2,0.032,1.1,@policiafederal,4325,"Wed, 12 Feb 2020 03:51:05 GMT",,200,2,user_mentions
1,0.032,1.5,@claudia57139301,7924,"Wed, 12 Feb 2020 02:15:00 GMT",http://pbs.twimg.com/media/EQioJRNXYAAcVAD.jpg,100,1,user_mentions
1,0.032,1.5,https://twitter.com/claudia57139301/status/1227415779697668097/photo/1,7927,"Wed, 12 Feb 2020 02:15:00 GMT",http://pbs.twimg.com/media/EQioJRNXYAAcVAD.jpg,100,1,media
7,0.032,0.7,@caroldetoni,3923,"Wed, 12 Feb 2020 03:54:01 GMT",,800,8,user_mentions
1,0.031,1.4,@minhoii652,4680,"Wed, 12 Feb 2020 01:35:46 GMT",,100,1,user_mentions
1,0.031,1.4,@rginer3,13142,"Wed, 12 Feb 2020 03:36:33 GMT",,100,1,user_mentions
1,0.031,1.4,https://twitter.com/ladywusimoes/status/1227421958658232320/photo/1,16514,"Wed, 12 Feb 2020 02:39:33 GMT",http://pbs.twimg.com/media/EQitw-6X0AcQDip.jpg,100,1,media
1,0.031,1.4,https://twitter.com/maxwellgomes81/status/1227409359367548928/photo/1,18420,"Wed, 12 Feb 2020 01:49:30 GMT",http://pbs.twimg.com/media/EQiiSuzXYAAxroa.jpg,100,1,media
1,0.031,1.4,@maxwellgomes81,18418,"Wed, 12 Feb 2020 01:49:30 GMT",http://pbs.twimg.com/media/EQiiSuzXYAAxroa.jpg,100,1,user_mentions
21,0.031,0.5,@opropriopontes,1148,"Wed, 12 Feb 2020 03:52:53 GMT",,900,39,user_mentions
3,0.029,0.7,@fabiomoraes,4764,"Wed, 12 Feb 2020 03:43:51 GMT",,500,5,user_mentions
1,0.029,1.4,@zezalulaestrela,14893,"Wed, 12 Feb 2020 03:36:07 GMT",,100,1,user_mentions
1,0.029,1.4,https://twitter.com/beregmaciel/status/1227422234882564096/photo/1,75,"Wed, 12 Feb 2020 02:40:39 GMT",http://pbs.twimg.com/tweet_video_thumb/EQiuAVOWAAAWN-K.jpg,100,1,media
1,0.029,1.4,@maurcioaraujo14,2577,"Wed, 12 Feb 2020 03:28:20 GMT",,100,1,user_mentions
1,0.029,1.4,@beregmaciel,73,"Wed, 12 Feb 2020 02:40:39 GMT",http://pbs.twimg.com/tweet_video_thumb/EQiuAVOWAAAWN-K.jpg,100,1,user_mentions
4,0.029,0.8,https://twitter.com/domdasthreads/status/1227296557680222215?s=21,2140,"Wed, 12 Feb 2020 03:54:10 GMT",,400,4,urls
2,0.029,1.1,@cissaspbr,5178,"Wed, 12 Feb 2020 03:42:37 GMT",,200,2,user_mentions
3,0.028,0.8,@nlsantander,257,"Wed, 12 Feb 2020 03:50:52 GMT",,400,4,user_mentions
2,0.028,0.8,@andra68146246,1982,"Wed, 12 Feb 2020 03:32:35 GMT",http://pbs.twimg.com/media/EQihP28X0AE4fAl.jpg,300,3,user_mentions
2,0.028,0.8,@guarosen,13205,"Wed, 12 Feb 2020 03:49:12 GMT",http://pbs.twimg.com/tweet_video_thumb/EQif3lUX0AIeXbl.jpg,300,3,user_mentions
2,0.028,0.8,https://twitter.com/guarosen/status/1227406684538179585/photo/1,13207,"Wed, 12 Feb 2020 03:49:12 GMT",http://pbs.twimg.com/tweet_video_thumb/EQif3lUX0AIeXbl.jpg,300,3,media
2,0.028,0.8,@guiribeirodias,3600,"Wed, 12 Feb 2020 03:36:43 GMT",,300,3,user_mentions
3,0.028,1.2,@luciaguimaraes,1284,"Wed, 12 Feb 2020 03:36:11 GMT",,0,3,user_mentions
4,0.028,0.7,https://twitter.com/camposmello/status/1227380580888842242,6019,"Wed, 12 Feb 2020 03:48:49 GMT",,500,5,urls
2,0.028,1.1,@romeucastro5,6324,"Wed, 12 Feb 2020 03:51:51 GMT",,200,2,user_mentions
21,0.028,0.5,@lets_dex,600,"Wed, 12 Feb 2020 03:55:03 GMT",,775,34,user_mentions
8,0.027,0.6,@paulocnf,2039,"Wed, 12 Feb 2020 03:53:36 GMT",,1100,11,user_mentions
5,0.027,0.7,@valusa,13033,"Wed, 12 Feb 2020 03:55:47 GMT",,500,5,user_mentions
4,0.027,0.6,@natuzanery,971,"Wed, 12 Feb 2020 03:53:04 GMT",,700,7,user_mentions
2,0.026,1.5,@boscardin,5719,"Wed, 12 Feb 2020 03:45:53 GMT",,0,2,user_mentions
7,0.026,0.6,https://twitter.com/wendersonhott/status/1227391407247314944,1712,"Wed, 12 Feb 2020 03:51:52 GMT",,1100,11,urls
1,0.026,1.4,@pelofimdopt1,17473,"Wed, 12 Feb 2020 01:28:16 GMT",,100,1,user_mentions
1,0.026,1.4,@paulafr43017651,17636,"Wed, 12 Feb 2020 01:47:44 GMT",,100,1,user_mentions
1,0.026,1.4,@w3gner,7890,"Wed, 12 Feb 2020 01:36:59 GMT",,100,1,user_mentions
26,0.025,0.5,@xadrezverbal,79,"Wed, 12 Feb 2020 03:56:08 GMT",,4900,49,user_mentions
1,0.025,1.0,https://twitter.com/leandroruschel/status/1227432791023005696?s=19,9398,"Wed, 12 Feb 2020 03:45:32 GMT",,200,2,urls
1,0.025,1.0,@digosantos1989,5211,"Wed, 12 Feb 2020 03:48:17 GMT",,200,2,user_mentions
4,0.025,0.6,@alexandregrillo,3893,"Wed, 12 Feb 2020 03:55:35 GMT",,700,7,user_mentions
6,0.025,0.6,@apyus,2395,"Wed, 12 Feb 2020 03:52:09 GMT",http://pbs.twimg.com/media/EQi-YDlWoAAzLJL.jpg,800,8,user_mentions
5,0.025,0.6,https://twitter.com/WendersonHott/status/1227391407247314944?s=20,1953,"Wed, 12 Feb 2020 03:38:52 GMT",,700,7,urls
3,0.025,0.6,@infernautao,1848,"Wed, 12 Feb 2020 03:46:34 GMT",http://pbs.twimg.com/media/EQihDU1XYAAVAK1.jpg,900,9,user_mentions
1,0.025,1.3,@mcaiaque,4193,"Wed, 12 Feb 2020 02:14:36 GMT",,100,1,user_mentions
1,0.025,1.3,@pescadorjota,7842,"Wed, 12 Feb 2020 01:46:49 GMT",,100,1,user_mentions
1,0.025,1.3,@deiag1973,4480,"Wed, 12 Feb 2020 01:43:52 GMT",,100,1,user_mentions
1,0.025,1.3,@chello_oliveira,6722,"Wed, 12 Feb 2020 02:37:13 GMT",,100,1,user_mentions
1,0.025,1.3,https://twitter.com/baitazardarocha/status/1227423248767488005/photo/1,6195,"Wed, 12 Feb 2020 02:44:41 GMT",http://pbs.twimg.com/media/EQiu71gWAAA86Y1.jpg,100,1,media
1,0.025,1.3,@baitazardarocha,6192,"Wed, 12 Feb 2020 02:44:41 GMT",http://pbs.twimg.com/media/EQiu71gWAAA86Y1.jpg,100,1,user_mentions
2,0.025,1.0,@paulaataide5,7529,"Wed, 12 Feb 2020 03:51:17 GMT",http://pbs.twimg.com/media/EQi-I4wWkAA2CIv.jpg,200,2,user_mentions
11,0.024,0.5,@jussarasoares,1525,"Wed, 12 Feb 2020 03:51:40 GMT",,2000,20,user_mentions
153,0.024,0.6,@bolsonarosp,143,"Wed, 12 Feb 2020 03:56:11 GMT",http://pbs.twimg.com/media/EQiPojCWkAADKpW.jpg,224,200,user_mentions
3,0.024,0.7,@secomossad,8327,"Wed, 12 Feb 2020 03:50:26 GMT",http://pbs.twimg.com/ext_tw_video_thumb/1227427028930048000/pu/img/o25fVLCDSIl0Xm3A.jpg,500,5,user_mentions
3,0.024,0.7,https://twitter.com/secomossad/status/1227427244081139713/video/1,8329,"Wed, 12 Feb 2020 03:50:26 GMT",http://pbs.twimg.com/ext_tw_video_thumb/1227427028930048000/pu/img/o25fVLCDSIl0Xm3A.jpg,500,5,media
2,0.024,1.0,#hanshiverheroinacional,1247,"Wed, 12 Feb 2020 03:54:31 GMT",,200,2,hashtags
5,0.024,0.6,@meloric13,2038,"Wed, 12 Feb 2020 03:53:36 GMT",,700,7,user_mentions
5,0.024,1.0,@agsportlight,2770,"Wed, 12 Feb 2020 03:54:58 GMT",,0,5,user_mentions
9,0.023,0.5,@carlosjordy,3922,"Wed, 12 Feb 2020 03:54:01 GMT",,1300,13,user_mentions
1,0.023,1.2,@anndrebelem,11209,"Wed, 12 Feb 2020 03:44:30 GMT",,100,1,user_mentions
1,0.023,1.2,@ericaolvsantos,569,"Wed, 12 Feb 2020 01:40:42 GMT",http://pbs.twimg.com/media/EQigR7WX0AASv9F.jpg,100,1,user_mentions
1,0.023,1.2,https://twitter.com/ericaolvsantos/status/1227407147555790851/photo/1,571,"Wed, 12 Feb 2020 01:40:42 GMT",http://pbs.twimg.com/media/EQigR7WX0AASv9F.jpg,100,1,media
2,0.023,0.8,@antoniohcardos1,9422,"Wed, 12 Feb 2020 03:52:20 GMT",,300,3,user_mentions
8,0.022,0.6,@liacrespo,5191,"Wed, 12 Feb 2020 03:54:52 GMT",,900,9,user_mentions
11,0.022,0.8,@carloscezarcjr,2659,"Wed, 12 Feb 2020 03:52:15 GMT",,33,11,user_mentions
1,0.021,1.2,@leorodr10108615,5910,"Wed, 12 Feb 2020 01:53:02 GMT",,100,1,user_mentions
3,0.021,0.8,@lasckokim,8114,"Wed, 12 Feb 2020 03:55:46 GMT",,300,3,user_mentions
1,0.021,1.2,@robertakarla6,1171,"Wed, 12 Feb 2020 03:53:26 GMT",http://pbs.twimg.com/tweet_video_thumb/EQi-qjBWsAAdAC5.jpg,100,1,user_mentions
1,0.021,1.2,@utsch,1172,"Wed, 12 Feb 2020 03:53:26 GMT",http://pbs.twimg.com/tweet_video_thumb/EQi-qjBWsAAdAC5.jpg,100,1,user_mentions
1,0.021,1.2,@rasbrito,3011,"Wed, 12 Feb 2020 03:42:37 GMT",,100,1,user_mentions
1,0.021,1.2,@fbiopin61420684,3040,"Wed, 12 Feb 2020 03:30:44 GMT",,100,1,user_mentions
1,0.021,1.2,@38ateotalo,6588,"Wed, 12 Feb 2020 03:25:40 GMT",,100,1,user_mentions
1,0.021,1.9,@carlajimenez9,3266,"Wed, 12 Feb 2020 03:48:15 GMT",,-33,1,user_mentions
1,0.021,0.9,@mathfreireb,16903,"Wed, 12 Feb 2020 03:54:50 GMT",,200,2,user_mentions
1,0.021,0.9,@lsatan,16904,"Wed, 12 Feb 2020 03:54:50 GMT",,200,2,user_mentions
4,0.021,0.6,@renansantosmbl,2602,"Wed, 12 Feb 2020 03:49:19 GMT",,600,6,user_mentions
10,0.021,0.6,@marilizpj,215,"Wed, 12 Feb 2020 03:55:57 GMT",,275,14,user_mentions
16,0.021,0.5,@claulanz,1754,"Wed, 12 Feb 2020 03:55:57 GMT",,3100,31,user_mentions
2,0.021,0.8,@simonisolange,8729,"Wed, 12 Feb 2020 03:52:16 GMT",,300,3,user_mentions
37,0.020,0.4,@luciomario,2193,"Wed, 12 Feb 2020 03:55:44 GMT",,7200,72,user_mentions
3,0.020,1.1,https://twitter.com/leandroruschel/status/1227346420434448387/photo/1,1033,"Wed, 12 Feb 2020 03:52:26 GMT",http://pbs.twimg.com/media/EQhpD-4XUAMqpIZ.jpg,-19,3,media
2,0.020,0.9,@fabrciomartin16,4377,"Wed, 12 Feb 2020 03:49:15 GMT",http://pbs.twimg.com/media/EQi1xDlWoAEVyqZ.jpg,200,2,user_mentions
5,0.019,0.7,@jaquestrass,2139,"Wed, 12 Feb 2020 03:54:10 GMT",,500,5,user_mentions
5,0.019,0.9,@renato_rovai,6675,"Wed, 12 Feb 2020 03:53:23 GMT",,19,5,user_mentions
19,0.019,0.8,@globonews,270,"Wed, 12 Feb 2020 03:56:09 GMT",http://pbs.twimg.com/media/EQi_S6xWoAI2cMk.jpg,31,20,user_mentions
6,0.019,0.5,@delucca,6523,"Wed, 12 Feb 2020 03:41:28 GMT",,900,9,user_mentions
12,0.019,0.5,@ro_moller,1016,"Wed, 12 Feb 2020 03:53:03 GMT",,2000,20,user_mentions
4,0.019,0.7,@tiavaporwave,2923,"Wed, 12 Feb 2020 03:52:51 GMT",,400,4,user_mentions
1,0.019,0.6,@schmittpaula,1954,"Wed, 12 Feb 2020 03:42:43 GMT",,600,6,user_mentions
21,0.019,0.5,@leandroruschel,333,"Wed, 12 Feb 2020 03:53:55 GMT",,416,30,user_mentions
1,0.019,1.2,@fernandocabulo3,4665,"Wed, 12 Feb 2020 03:42:15 GMT",http://pbs.twimg.com/media/EQi8GkOXsAImcvV.jpg,100,1,user_mentions
1,0.019,1.2,@jomenezes,12522,"Wed, 12 Feb 2020 02:16:13 GMT",,100,1,user_mentions
1,0.019,1.2,@mando31394143,17731,"Wed, 12 Feb 2020 03:42:05 GMT",http://pbs.twimg.com/ext_tw_video_thumb/1227437634546544642/pu/img/reJ3giByZj4kAmTK.jpg,100,1,user_mentions
1,0.019,1.2,@frstweets,8557,"Wed, 12 Feb 2020 03:12:12 GMT",,100,1,user_mentions
1,0.019,1.2,@cappellarianton,17316,"Wed, 12 Feb 2020 03:16:53 GMT",,100,1,user_mentions
1,0.019,1.2,@gustavoleao1971,5359,"Wed, 12 Feb 2020 00:05:15 GMT",,100,1,user_mentions
1,0.019,1.2,@mycury,4554,"Wed, 12 Feb 2020 01:39:32 GMT",,100,1,user_mentions
1,0.019,1.2,https://twitter.com/dr_luis_antonio/status/1227382382757634051/video/1,13920,"Wed, 12 Feb 2020 00:02:18 GMT",http://pbs.twimg.com/ext_tw_video_thumb/1227382149336174592/pu/img/4glJ5TSrtG4rvscF.jpg,100,1,media
1,0.019,1.2,@dr_luis_antonio,13918,"Wed, 12 Feb 2020 00:02:18 GMT",http://pbs.twimg.com/ext_tw_video_thumb/1227382149336174592/pu/img/4glJ5TSrtG4rvscF.jpg,100,1,user_mentions
5,0.019,0.5,@eusoulivres,63,"Wed, 12 Feb 2020 03:53:47 GMT",,1100,11,user_mentions
58,0.018,0.4,@allantercalivre,98,"Wed, 12 Feb 2020 03:56:11 GMT",,9800,98,user_mentions
1,0.018,0.9,@andreazaraujo,430,"Wed, 12 Feb 2020 03:33:33 GMT",,200,2,user_mentions
5,0.018,0.6,@85229524,2221,"Wed, 12 Feb 2020 03:51:57 GMT",,700,7,user_mentions
15,0.018,0.8,@guilhermeboulos,868,"Wed, 12 Feb 2020 03:53:31 GMT",,30,16,user_mentions
2,0.017,0.7,@brasil2506,5295,"Wed, 12 Feb 2020 03:35:38 GMT",,300,3,user_mentions
9,0.017,0.5,@rafaelfontana,4022,"Wed, 12 Feb 2020 03:56:08 GMT",,1900,19,user_mentions
29,0.017,0.4,@natbonavides,305,"Wed, 12 Feb 2020 03:54:50 GMT",,4900,49,user_mentions
2,0.016,0.7,@kausanciao,8394,"Wed, 12 Feb 2020 03:44:16 GMT",,300,3,user_mentions
3,0.016,0.7,@michellucci56,3126,"Wed, 12 Feb 2020 03:43:51 GMT",,400,4,user_mentions
4,0.016,0.7,@analuizaalbuq,5208,"Wed, 12 Feb 2020 03:49:43 GMT",,400,4,user_mentions
17,0.016,0.4,@soniabridi,2176,"Wed, 12 Feb 2020 03:56:10 GMT",http://pbs.twimg.com/media/EQi_SG_X0AQKqzU.jpg,3000,30,user_mentions
4,0.016,0.8,@nancydutra,865,"Wed, 12 Feb 2020 03:52:24 GMT",http://pbs.twimg.com/media/EQi-bcoXkAEuN2o.jpg,150,4,user_mentions
4,0.015,0.6,@vaporguedes,429,"Wed, 12 Feb 2020 03:38:52 GMT",,600,6,user_mentions
1,0.015,1.1,https://www1.folha.uol.com.br/amp/poder/2020/02/ex-funcionario-de-empresa-de-disparo-em-massa-mente-a-cpi-e-insulta-reporter-da-folha.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw&__twitter_impression=true,2878,"Wed, 12 Feb 2020 03:39:42 GMT",,100,1,urls
1,0.015,1.1,@professorwilkin,13520,"Wed, 12 Feb 2020 02:29:44 GMT",http://pbs.twimg.com/media/EQirgxLXkAAlXta.jpg,100,1,user_mentions
1,0.015,1.1,https://twitter.com/professorwilkin/status/1227419486350987264/photo/1,13522,"Wed, 12 Feb 2020 02:29:44 GMT",http://pbs.twimg.com/media/EQirgxLXkAAlXta.jpg,100,1,media
1,0.015,1.1,@daltonfstrauss,14189,"Wed, 12 Feb 2020 02:01:56 GMT",,100,1,user_mentions
1,0.015,1.1,@costa59beto,15342,"Wed, 12 Feb 2020 03:45:38 GMT",,100,1,user_mentions
1,0.015,1.1,@fabiss1072,15574,"Wed, 12 Feb 2020 02:03:04 GMT",http://pbs.twimg.com/media/EQilZ73XYAA977f.jpg,100,1,user_mentions
1,0.015,1.1,https://twitter.com/fabiss1072/status/1227412773921005568/photo/1,15577,"Wed, 12 Feb 2020 02:03:04 GMT",http://pbs.twimg.com/media/EQilZ73XYAA977f.jpg,100,1,media
5,0.015,0.5,@herbert_buriti,733,"Wed, 12 Feb 2020 03:48:52 GMT",,1100,11,user_mentions
5,0.015,0.5,@faaugusto2,732,"Wed, 12 Feb 2020 03:48:52 GMT",,1100,11,user_mentions
14,0.015,0.4,@rosana,735,"Wed, 12 Feb 2020 03:55:42 GMT",,2100,21,user_mentions
2,0.015,1.2,@marcostauros,4382,"Wed, 12 Feb 2020 03:48:22 GMT",,-25,2,user_mentions
13,0.015,0.7,@gcasaroes,3302,"Wed, 12 Feb 2020 03:53:47 GMT",,63,17,user_mentions
2,0.015,0.7,@fiaviogarage,1219,"Wed, 12 Feb 2020 03:34:11 GMT",,300,3,user_mentions
2,0.015,0.7,@lucianapetine,11537,"Wed, 12 Feb 2020 03:51:37 GMT",,300,3,user_mentions
4,0.015,0.7,@teff_ferrari,1569,"Wed, 12 Feb 2020 03:53:41 GMT",,400,4,user_mentions
4,0.015,0.5,@super_sappo,1629,"Wed, 12 Feb 2020 03:50:06 GMT",,700,7,user_mentions
1,0.015,1.5,@clynsonoliveira,14813,"Wed, 12 Feb 2020 03:55:43 GMT",,0,1,user_mentions
3,0.015,0.7,@adrianoquites,4064,"Wed, 12 Feb 2020 03:41:15 GMT",,400,4,user_mentions
2,0.015,0.9,@roselaranja,11297,"Wed, 12 Feb 2020 03:51:05 GMT",,200,2,user_mentions
2,0.015,0.9,@adrianamnavas,3364,"Wed, 12 Feb 2020 03:34:06 GMT",,200,2,user_mentions
2,0.014,0.6,@thor_nado1984,1274,"Wed, 12 Feb 2020 03:51:48 GMT",,500,5,user_mentions
4,0.014,0.6,@serapis17125707,665,"Wed, 12 Feb 2020 03:42:40 GMT",,600,6,user_mentions
